onset	duration	trial_type	value	sample	trial	number_trial	EEG_trigger
31.161820954476138	60	click	0	311626	0	0	1
91.34311642208945	60	click	0	913454	1	1	1
151.5245118872028	60	click	0	1515283	2	2	1
211.7059073523162	60	click	0	2117112	3	3	1
271.9086022849429	60	click	0	2719154	4	4	1
332.08989775255617	60	click	0	3320982	5	5	1
392.27129321766955	60	click	0	3922811	6	6	1
452.45268868278293	60	click	0	4524640	7	7	1
512.6339841503963	60	click	0	5126468	8	8	1
572.8153796155096	60	click	0	5728297	9	9	1
728.676783080423	12	chn_aud	7	7286950	10	35	1
741.1781705457364	12	eng_aud	8	7411967	11	4	1
753.700757481063	12	acoustic	1	7537196	12	0	1
766.2021449463764	12	classical	2	7662213	13	2	1
778.7034324141896	12	news	11	7787229	14	25	1
791.204819879503	12	talk	12	7912246	15	18	1
803.7275068123297	12	interview	9	8037476	16	21	1
821.6474588135296	12	lecture	10	8216680	17	1	1
834.148846278843	12	metal	5	8341697	18	3	1
846.6501337466564	12	hiphop	3	8466713	19	16	1
859.172820679483	12	jazz	4	8591943	20	36	1
871.6742081447964	12	pop	6	8716960	21	20	1
884.1754956126097	12	classical	2	8841976	22	18	1
896.6981825454363	12	interview	9	8967206	23	22	1
916.4101897452564	12	pop	6	9164331	24	35	1
928.9115772105697	12	jazz	4	9289348	25	6	1
941.4341641458964	12	chn_aud	7	9414577	26	23	1
953.9355516112097	12	eng_aud	8	9539594	27	22	1
966.436839079023	12	news	11	9664610	28	35	1
990.9062273443164	12	acoustic	1	9909310	29	27	1
1003.4076148096298	12	metal	5	10034327	30	10	1
1015.9089022774431	12	hiphop	3	10159343	31	10	1
1028.4102897427565	12	talk	12	10284360	32	26	1
1040.932876678083	12	lecture	10	10409589	33	23	1
1053.4342641433964	12	news	11	10534606	34	17	1
1065.9355516112098	12	classical	2	10659622	35	6	1
1087.8663033424164	12	lecture	10	10878935	36	30	1
1100.3675908102298	12	metal	5	11003951	37	17	1
1112.8689782755432	12	hiphop	3	11128968	38	4	1
1125.3915652108697	12	jazz	4	11254197	39	19	1
1137.892952676183	12	eng_aud	8	11379214	40	14	1
1157.6902577435565	12	acoustic	1	11577192	41	23	1
1170.1916452088699	12	talk	12	11702209	42	33	1
1182.692932676683	12	interview	9	11827225	43	37	1
1195.1943201419965	12	chn_aud	7	11952242	44	36	1
1207.7170070748232	12	pop	6	12077472	45	9	1
1220.2182945426364	12	pop	6	12202488	46	27	1
1237.604959876003	12	jazz	4	12376359	47	22	1
1250.1276468088297	12	eng_aud	8	12501589	48	0	1
1262.6290342741431	12	talk	12	12626606	49	23	1
1275.1303217419565	12	classical	2	12751622	50	39	1
1287.6530086747832	12	acoustic	1	12876852	51	7	1
1300.1542961425964	12	chn_aud	7	13001868	52	25	1
1312.6556836079099	12	news	11	13126885	53	29	1
1332.5169870753232	12	hiphop	3	13325503	54	22	1
1345.0183745406364	12	interview	9	13450520	55	20	1
1357.5196620084498	12	metal	5	13575536	56	15	1
1370.0210494737632	12	lecture	10	13700553	57	21	1
1382.54373640659	12	classical	2	13825783	58	17	1
1395.0450238744031	12	news	11	13950799	59	21	1
1407.5464113397165	12	interview	9	14075816	60	38	1
1423.7170070748232	12	lecture	10	14237526	61	5	1
1436.2183945401364	12	chn_aud	7	14362543	62	28	1
1448.7196820079498	12	metal	5	14487559	63	33	1
1461.2423689407765	12	hiphop	3	14612789	64	5	1
1473.74375640609	12	acoustic	1	14737806	65	30	1
1491.9411014724633	12	talk	12	14919784	66	3	1
1504.46378840529	12	jazz	4	15045014	67	32	1
1516.9650758731032	12	pop	6	15170030	68	33	1
1529.4664633384166	12	eng_aud	8	15295047	69	6	1
1541.9890502737433	12	classical	2	15420276	70	16	1
1554.4904377390565	12	chn_aud	7	15545293	71	26	1
1566.99172520687	12	talk	12	15670309	72	31	1
1584.2290942726431	12	lecture	10	15842687	73	34	1
1596.7304817379566	12	news	11	15967704	74	20	1
1609.2317692057698	12	eng_aud	8	16092720	75	29	1
1621.7544561385964	12	interview	9	16217950	76	8	1
1634.2557436064099	12	acoustic	1	16342966	77	16	1
1672.293092672683	12	jazz	4	16723349	78	38	1
1684.7944801379965	12	pop	6	16848366	79	23	1
