onset	duration	trial_type	value	sample	trial	number_trial	EEG_trigger
27.93630159246019	12	chn_aud	7	279370	0	35	1
40.45628859278518	12	eng_aud	8	404573	1	4	1
52.97637559061023	12	acoustic	1	529777	2	0	1
65.49636259093522	12	classical	2	654980	3	2	1
78.01434964125897	12	news	11	780163	4	25	1
90.52833679158022	12	talk	12	905306	5	18	1
103.04632384190396	12	interview	9	1030489	6	21	1
120.422389440264	12	lecture	10	1204254	7	1	1
132.93637659058524	12	metal	5	1329397	8	3	1
145.45636359091023	12	hiphop	3	1454600	9	16	1
157.97235069123272	12	jazz	4	1579763	10	36	1
170.48633784155396	12	pop	6	1704906	11	20	1
183.00632484187895	12	classical	2	1830109	12	18	1
195.52041198970025	12	interview	9	1955253	13	22	1
211.7864053398665	12	pop	6	2117917	14	35	1
224.30039249018773	12	jazz	4	2243060	15	6	1
236.81237969050773	12	chn_aud	7	2368183	16	23	1
249.32836679083022	12	eng_aud	8	2493346	17	22	1
261.8423539411515	12	news	11	2618489	18	35	1
277.958351041224	12	acoustic	1	2779653	19	27	1
290.47243818904525	12	metal	5	2904797	20	10	1
302.990425239369	12	hiphop	3	3029980	21	10	1
315.50441238969023	12	talk	12	3155123	22	26	1
328.022399440014	12	lecture	10	3280306	23	23	1
340.53638659033527	12	news	11	3405449	24	17	1
353.05637359066026	12	classical	2	3530652	25	6	1
368.726381840454	12	lecture	10	3687356	26	30	1
381.23846903827405	12	metal	5	3812480	27	17	1
393.75045623859404	12	hiphop	3	3937603	28	4	1
406.26844328891775	12	jazz	4	4062786	29	19	1
418.7924301892453	12	eng_aud	8	4188029	30	14	1
434.4324391890203	12	acoustic	1	4344433	31	23	1
446.94642633934154	12	talk	12	4469576	32	33	1
459.46041348966276	12	interview	9	4594719	33	37	1
471.974400639984	12	chn_aud	7	4719862	34	36	1
484.4964875878103	12	pop	6	4845086	35	9	1
497.01447463813406	12	pop	6	4970269	36	27	1
512.4084897877553	12	jazz	4	5124213	37	22	1
524.926476838079	12	eng_aud	8	5249396	38	0	1
537.4424639384015	12	talk	12	5374559	39	23	1
549.9624509387265	12	classical	2	5499762	40	39	1
562.478438039049	12	acoustic	1	5624925	41	7	1
574.9944251393715	12	chn_aud	7	5750088	42	25	1
587.5105122371941	12	news	11	5875252	43	29	1
602.8584285392865	12	hiphop	3	6028735	44	22	1
615.3705157371065	12	interview	9	6153859	45	20	1
627.8925026874329	12	metal	5	6279082	46	15	1
640.4084897877553	12	lecture	10	6404245	47	21	1
652.926476838079	12	classical	2	6529428	48	17	1
665.4344641383965	12	news	11	6654511	49	21	1
677.9404514887128	12	interview	9	6779574	50	38	1
692.9804754881128	12	lecture	10	6929978	51	5	1
705.494462638434	12	chn_aud	7	7055121	52	28	1
718.0064498387541	12	metal	5	7180244	53	33	1
730.5285367865804	12	hiphop	3	7305468	54	5	1
743.046523836904	12	acoustic	1	7430651	55	30	1
760.0844978875529	12	talk	12	7601035	56	3	1
772.5984850378741	12	jazz	4	7726178	57	32	1
785.1224719382016	12	pop	6	7851421	58	33	1
797.6405589860253	12	eng_aud	8	7976605	59	6	1
810.1565460863478	12	classical	2	8101768	60	16	1
822.6765330866729	12	chn_aud	7	8226971	61	26	1
835.1945201369966	12	talk	12	8352154	62	31	1
849.9005524861878	12	lecture	10	8499218	63	34	1
862.4165395865103	12	news	11	8624381	64	20	1
874.9365265868354	12	eng_aud	8	8749584	65	29	1
887.4565135871603	12	interview	9	8874787	66	8	1
899.9765005874854	12	acoustic	1	8999990	67	16	1
914.7285317867054	12	jazz	4	9147514	68	38	1
927.2445188870279	12	pop	6	9272677	69	23	1
939.7645058873528	12	hiphop	3	9397880	70	14	1
952.2805929851754	12	metal	5	9523044	71	6	1
964.7945801354966	12	eng_aud	8	9648187	72	19	1
977.3085672858178	12	pop	6	9773330	73	34	1
989.8245543861403	12	metal	5	9898493	74	39	1
1004.2185945351366	12	classical	2	10042437	75	25	1
1016.7365815854604	12	news	11	10167620	76	34	1
1029.2505687357816	12	acoustic	1	10292763	77	13	1
1041.7625559361015	12	chn_aud	7	10417886	78	27	1
1054.2825429364266	12	hiphop	3	10543089	79	35	1
1066.8005299867502	12	talk	12	10668272	80	34	1
1081.2925676858079	12	interview	9	10813196	81	28	1
1093.8105547361315	12	lecture	10	10938379	82	0	1
1106.326541836454	12	jazz	4	11063542	83	25	1
1118.8485287867804	12	acoustic	1	11188765	84	3	1
1131.3706157346066	12	jazz	4	11313989	85	2	1
1143.8826029349266	12	pop	6	11439112	86	15	1
1156.398590035249	12	classical	2	11564275	87	33	1
1171.4406139846503	12	hiphop	3	11714699	88	6	1
1183.9546011349717	12	interview	9	11839842	89	30	1
1196.468588285293	12	talk	12	11964985	90	28	1
1208.982575435614	12	chn_aud	7	12090128	91	39	1
1221.4965625859354	12	lecture	10	12215271	92	32	1
1234.014549636259	12	eng_aud	8	12340454	93	31	1
1249.3145671358216	12	news	11	12493458	94	3	1
1261.828554286143	12	metal	5	12618601	95	9	1
1274.3466413339665	12	pop	6	12743785	96	7	1
1286.868628284293	12	acoustic	1	12869008	97	17	1
1299.3886152846178	12	lecture	10	12994211	98	8	1
1311.9026024349391	12	jazz	4	13119354	99	17	1
1324.4165895852605	12	hiphop	3	13244497	100	28	1
1338.7906302342442	12	classical	2	13388241	101	29	1
1351.3066173345667	12	interview	9	13513404	102	33	1
1363.8226044348892	12	news	11	13638567	103	6	1
1376.334591635209	12	talk	12	13763690	104	20	1
1388.8505787355316	12	chn_aud	7	13888853	105	12	1
1401.366665833354	12	eng_aud	8	14014017	106	20	1
1416.1525961850953	12	metal	5	14161880	107	38	1
1428.6685832854178	12	acoustic	1	14287043	108	12	1
1441.1846703832405	12	jazz	4	14412207	109	24	1
1453.7046573835655	12	pop	6	14537410	110	1	1
1466.2226444338892	12	lecture	10	14662593	111	24	1
1478.734631634209	12	eng_aud	8	14787716	112	26	1
1491.2546186345342	12	hiphop	3	14912919	113	29	1
1506.0186495337616	12	chn_aud	7	15060563	114	31	1
1518.532636684083	12	metal	5	15185706	115	35	1
1531.0446238844029	12	interview	9	15310829	116	27	1
1543.566610834729	12	talk	12	15436052	117	21	1
1556.0786980325493	12	news	11	15561176	118	13	1
1570.8226294342642	12	classical	2	15708619	119	15	1
1583.3406164845878	12	interview	9	15833802	120	19	1
1595.8607034824129	12	lecture	10	15959006	121	27	1
1608.3746906327342	12	metal	5	16084149	122	2	1
1620.8906777330567	12	hiphop	3	16209312	123	15	1
1635.6227094322642	12	chn_aud	7	16356636	124	0	1
1648.1366965825855	12	classical	2	16481779	125	14	1
1660.6586835329117	12	eng_aud	8	16607002	126	11	1
1673.1706707332316	12	pop	6	16732125	127	2	1
1685.6906577335567	12	talk	12	16857328	128	29	1
1698.2086447838803	12	jazz	4	16982511	129	23	1
1710.7226319342017	12	acoustic	1	17107654	130	39	1
1726.1426464338392	12	news	11	17261858	131	19	1
1738.6586335341617	12	hiphop	3	17387021	132	32	1
1751.180720481988	12	metal	5	17512245	133	11	1
1763.6987075323118	12	pop	6	17637428	134	11	1
1776.212694682633	12	chn_aud	7	17762571	135	4	1
1788.7266818329542	12	acoustic	1	17887714	136	10	1
1801.2486687832804	12	interview	9	18012937	137	25	1
1816.1206969825755	12	classical	2	18161661	138	27	1
1828.6406839829003	12	news	11	18286864	139	8	1
1841.1626709332268	12	eng_aud	8	18412087	140	24	1
1853.684657883553	12	lecture	10	18537310	141	26	1
1866.2027449313766	12	jazz	4	18662494	142	27	1
1878.7207319817005	12	talk	12	18787677	143	6	1
1893.5026624334391	12	hiphop	3	18935500	144	27	1
1906.0187495312616	12	chn_aud	7	19060664	145	34	1
1918.5367365815855	12	metal	5	19185847	146	4	1
1931.0547236319092	12	interview	9	19311030	147	26	1
1943.5747106322342	12	news	11	19436233	148	22	1
1956.0906977325567	12	pop	6	19561396	149	14	1
1968.6066848328792	12	classical	2	19686559	150	32	1
1983.332716682083	12	lecture	10	19833823	151	29	1
1995.8507037324066	12	jazz	4	19959006	152	29	1
2008.3626909327268	12	eng_aud	8	20084129	153	38	1
2020.8806779830504	12	talk	12	20209312	154	17	1
2033.4027649308766	12	acoustic	1	20334536	155	22	1
2045.924751881203	12	jazz	4	20459759	156	1	1
2058.4427389315265	12	eng_aud	8	20584942	157	27	1
2073.3787655308615	12	pop	6	20734306	158	4	1
2085.892752681183	12	interview	9	20859449	159	23	1
2098.4147396315093	12	acoustic	1	20984672	160	11	1
2110.934726631834	12	talk	12	21109875	161	39	1
2123.452713682158	12	chn_aud	7	21235058	162	29	1
2135.9687007824805	12	news	11	21360221	163	15	1
2150.7527311817203	12	lecture	10	21508065	164	39	1
2163.266718332042	12	hiphop	3	21633208	165	26	1
2175.788705282368	12	classical	2	21758431	166	9	1
2188.308792280193	12	metal	5	21883635	167	16	1
2200.8267793305167	12	jazz	4	22008818	168	26	1
2213.3467663308415	12	pop	6	22134021	169	28	1
2228.0246993825153	12	metal	5	22280804	170	28	1
2240.5447863803406	12	eng_aud	8	22406008	171	32	1
2253.0587735306617	12	classical	2	22531151	172	35	1
2265.5767605809856	12	interview	9	22656334	173	34	1
2278.098747531312	12	acoustic	1	22781557	174	14	1
2293.244768880778	12	hiphop	3	22933021	175	18	1
2305.756756081098	12	news	11	23058144	176	26	1
2318.274743131422	12	lecture	10	23183327	177	20	1
2330.7907302317444	12	talk	12	23308490	178	35	1
2343.3107172320692	12	chn_aud	7	23433693	179	3	1
2355.8328041798954	12	chn_aud	7	23558917	180	5	1
2368.3507912302193	12	hiphop	3	23684100	181	24	1
2384.2187945301366	12	talk	12	23842784	182	30	1
