onset	duration	trial_type	value	sample	trial	number_trial	EEG_trigger	stim_file
14.70363240918977	60	click	0	147040	0	0	1	click/click000.wav
74.86372840678983	60	click	0	748656	1	1	1	click/click001.wav
134.99972500687483	60	click	0	1350031	2	2	1	click/click002.wav
195.19372015699608	60	click	0	1951986	3	3	1	click/click003.wav
255.3697157571061	60	click	0	2553761	4	4	1	click/click004.wav
315.53381165470864	60	click	0	3155417	5	5	1	click/click005.wav
375.7418064548386	60	click	0	3757512	6	6	1	click/click006.wav
435.8958026049349	60	click	0	4359067	7	7	1	click/click007.wav
496.08589785255367	60	click	0	4960983	8	8	1	click/click008.wav
556.2338941526461	60	click	0	5562478	9	9	1	click/click009.wav
626.03194920127	12	chn_aud	7	6260476	10	35	1	chn_aud/chn_aud035.wav
638.5439364015899	12	eng_aud	8	6385599	11	4	1	eng_aud/eng_aud004.wav
651.0619234519137	12	acoustic	1	6510782	12	0	1	acoustic/acoustic000.wav
663.5799105022375	12	classical	2	6635965	13	2	1	classical/classical002.wav
676.0918977025574	12	news	11	6761088	14	25	1	news/news025.wav
688.6118847028824	12	talk	12	6886291	15	18	1	talk/talk018.wav
701.1259718507038	12	interview	9	7011435	16	21	1	interview/interview021.wav
718.263943401415	12	lecture	10	7182819	17	1	1	lecture/lecture001.wav
730.78393040174	12	metal	5	7308022	18	3	1	metal/metal003.wav
743.3039174020649	12	hiphop	3	7433225	19	16	1	hiphop/hiphop016.wav
755.8259043523911	12	jazz	4	7558448	20	36	1	jazz/jazz036.wav
768.343991400215	12	pop	6	7683632	21	20	1	pop/pop020.wav
780.86397840054	12	classical	2	7808835	22	18	1	classical/classical018.wav
793.3779655508612	12	interview	9	7933978	23	22	1	interview/interview022.wav
809.1259718507038	12	pop	6	8091462	24	35	1	pop/pop035.wav
821.639959001025	12	jazz	4	8216605	25	6	1	jazz/jazz006.wav
834.1559461013475	12	chn_aud	7	8341768	26	23	1	chn_aud/chn_aud023.wav
846.6679333016674	12	eng_aud	8	8466891	27	22	1	eng_aud/eng_aud022.wav
859.1860203494913	12	news	11	8592075	28	35	1	news/news035.wav
875.0680232994175	12	acoustic	1	8750899	29	27	1	acoustic/acoustic027.wav
887.5900102497437	12	metal	5	8876122	30	10	1	metal/metal010.wav
900.1019974500638	12	hiphop	3	9001245	31	10	1	hiphop/hiphop010.wav
912.615984600385	12	talk	12	9126388	32	26	1	talk/talk026.wav
925.1279718007048	12	lecture	10	9251511	33	23	1	lecture/lecture023.wav
937.6419589510264	12	news	11	9376654	34	17	1	news/news017.wav
950.1620459488512	12	classical	2	9501858	35	6	1	classical/classical006.wav
965.7960550986226	12	lecture	10	9658202	36	30	1	lecture/lecture030.wav
978.3020424489388	12	metal	5	9783265	37	17	1	metal/metal017.wav
990.8040298992526	12	hiphop	3	9908288	38	4	1	hiphop/hiphop004.wav
1003.3160170995724	12	jazz	4	10033411	39	19	1	jazz/jazz019.wav
1015.8340041498964	12	eng_aud	8	10158594	40	14	1	eng_aud/eng_aud014.wav
1031.90400239994	12	acoustic	1	10319298	41	23	1	acoustic/acoustic023.wav
1044.4219894502637	12	talk	12	10444481	42	33	1	talk/talk033.wav
1056.936076598085	12	interview	9	10569625	43	37	1	interview/interview037.wav
1069.45606359841	12	chn_aud	7	10694828	44	36	1	chn_aud/chn_aud036.wav
1081.9760505987351	12	pop	6	10820031	45	9	1	pop/pop009.wav
1094.488037799055	12	pop	6	10945154	46	27	1	pop/pop027.wav
1111.34401639959	12	jazz	4	11113718	47	22	1	jazz/jazz022.wav
1123.864103397415	12	eng_aud	8	11238922	48	0	1	eng_aud/eng_aud000.wav
1136.3800904977377	12	talk	12	11364085	49	23	1	talk/talk023.wav
1148.898077548061	12	classical	2	11489268	50	39	1	classical/classical039.wav
1161.4180645483864	12	acoustic	1	11614471	51	7	1	acoustic/acoustic007.wav
1173.9380515487112	12	chn_aud	7	11739674	52	25	1	chn_aud/chn_aud025.wav
1186.4520386990323	12	news	11	11864817	53	29	1	news/news029.wav
1209.9800504987377	12	hiphop	3	12100103	54	22	1	hiphop/hiphop022.wav
1222.5001374965625	12	interview	9	12225307	55	20	1	interview/interview020.wav
1235.0141246468838	12	metal	5	12350450	56	15	1	metal/metal015.wav
1247.5341116472089	12	lecture	10	12475653	57	21	1	lecture/lecture021.wav
1260.04809879753	12	classical	2	12600796	58	17	1	classical/classical017.wav
1272.5620859478513	12	news	11	12725939	59	21	1	news/news021.wav
1285.0820729481763	12	interview	9	12851142	60	38	1	interview/interview038.wav
1303.7941051473713	12	lecture	10	13038267	61	5	1	lecture/lecture005.wav
1316.3100922476938	12	chn_aud	7	13163430	62	28	1	chn_aud/chn_aud028.wav
1328.824079398015	12	metal	5	13288573	63	33	1	metal/metal033.wav
1341.3381665458364	12	hiphop	3	13413717	64	5	1	hiphop/hiphop005.wav
1353.8521536961575	12	acoustic	1	13538860	65	30	1	acoustic/acoustic030.wav
1370.6181345466364	12	talk	12	13706524	66	3	1	talk/talk003.wav
1383.1341216469589	12	jazz	4	13831687	67	32	1	jazz/jazz032.wav
1395.6501087472814	12	pop	6	13956850	68	33	1	pop/pop033.wav
1408.1700957476064	12	eng_aud	8	14082053	69	6	1	eng_aud/eng_aud006.wav
1420.686182845429	12	classical	2	14207217	70	16	1	classical/classical016.wav
1433.20016999575	12	chn_aud	7	14332360	71	26	1	chn_aud/chn_aud026.wav
1445.7241568960776	12	talk	12	14457603	72	31	1	talk/talk031.wav
1460.60818479538	12	lecture	10	14606447	73	34	1	lecture/lecture034.wav
1473.1261718457038	12	news	11	14731630	74	20	1	news/news020.wav
1485.6461588460288	12	eng_aud	8	14856833	75	29	1	eng_aud/eng_aud029.wav
1498.1621459463513	12	interview	9	14981996	76	8	1	interview/interview008.wav
1510.6821329466763	12	acoustic	1	15107199	77	16	1	acoustic/acoustic016.wav
1525.6341591460214	12	jazz	4	15256723	78	38	1	jazz/jazz038.wav
1538.1541461463464	12	pop	6	15381926	79	23	1	pop/pop023.wav
1550.6742331441717	12	hiphop	3	15507130	80	14	1	hiphop/hiphop014.wav
1563.1942201444965	12	metal	5	15632333	81	6	1	metal/metal006.wav
1575.7082072948176	12	eng_aud	8	15757476	82	19	1	eng_aud/eng_aud019.wav
1588.2261943451413	12	pop	6	15882659	83	34	1	pop/pop034.wav
1600.7401814954626	12	metal	5	16007802	84	39	1	metal/metal039.wav
1615.4762130946726	12	classical	2	16155166	85	25	1	classical/classical025.wav
1627.9982000449988	12	news	11	16280389	86	34	1	news/news034.wav
1640.514187145321	12	acoustic	1	16405552	87	13	1	acoustic/acoustic013.wav
1653.0321741956452	12	chn_aud	7	16530735	88	27	1	chn_aud/chn_aud027.wav
1665.5522611934705	12	hiphop	3	16655939	89	35	1	hiphop/hiphop035.wav
1678.0662483437914	12	talk	12	16781082	90	34	1	talk/talk034.wav
1694.1862453438664	12	interview	9	16942286	91	28	1	interview/interview028.wav
1706.702232444189	12	lecture	10	17067449	92	0	1	lecture/lecture000.wav
1719.2202194945123	12	jazz	4	17192632	93	25	1	jazz/jazz025.wav
1731.736206594835	12	acoustic	1	17317795	94	3	1	acoustic/acoustic003.wav
1744.254193645159	12	jazz	4	17442978	95	2	1	jazz/jazz002.wav
1756.774280642984	12	pop	6	17568182	96	15	1	pop/pop015.wav
1769.2902677433065	12	classical	2	17693345	97	33	1	classical/classical033.wav
1784.4962875928102	12	hiphop	3	17845409	98	6	1	hiphop/hiphop006.wav
1797.00827479313	12	interview	9	17970532	99	30	1	interview/interview030.wav
1809.522261943452	12	talk	12	18095675	100	28	1	talk/talk028.wav
1822.034249143772	12	chn_aud	7	18220798	101	39	1	chn_aud/chn_aud039.wav
1834.5482362940927	12	lecture	10	18345941	102	32	1	lecture/lecture032.wav
