onset	duration	trial_type	value	sample	trial	number_trial	EEG_trigger
4.519787005324867	60	click	0	45199	0	0	1
64.67978300542487	60	click	0	646814	1	1	1
124.90377740556487	60	click	0	1249069	2	2	1
185.12777180570487	60	click	0	1851324	3	3	1
245.28776780580486	60	click	0	2452939	4	4	1
305.4691632709182	60	click	0	3054768	5	5	1
365.62915927101824	60	click	0	3656383	6	6	1
425.8531536711582	60	click	0	4258638	7	7	1
486.0984475388115	60	click	0	4861106	8	8	1
546.3438414039649	60	click	0	5463575	9	9	1
627.2398190045249	12	chn_aud	7	6272555	10	35	1
639.7412064698383	12	eng_aud	8	6397572	11	4	1
652.263893402665	12	acoustic	1	6522802	12	0	1
664.7864803379915	12	classical	2	6648031	13	2	1
677.3091672708182	12	news	11	6773261	14	25	1
689.8318542036449	12	talk	12	6898491	15	18	1
702.3545411364715	12	interview	9	7023721	16	21	1
722.3225419364516	12	lecture	10	7223406	17	1	1
734.8452288692782	12	metal	5	7348636	18	3	1
747.3678158046049	12	hiphop	3	7473865	19	16	1
759.8692032699182	12	jazz	4	7598882	20	36	1
772.3918902027449	12	pop	6	7724112	21	20	1
784.9145771355716	12	classical	2	7849342	22	18	1
797.4371640708982	12	interview	9	7974571	23	22	1
814.2478438039049	12	pop	6	8142682	24	35	1
826.7705307367315	12	jazz	4	8267912	25	6	1
839.2932176695583	12	chn_aud	7	8393142	26	23	1
851.7945051373715	12	eng_aud	8	8518158	27	22	1
864.3171920701982	12	news	11	8643388	28	35	1
881.7252568685783	12	acoustic	1	8817473	29	27	1
894.2478438039049	12	metal	5	8942702	30	10	1
906.7705307367315	12	hiphop	3	9067932	31	10	1
919.2932176695583	12	talk	12	9193162	32	26	1
931.815904602385	12	lecture	10	9318392	33	23	1
944.3385915352117	12	news	11	9443622	34	17	1
956.8612784680383	12	classical	2	9568852	35	6	1
974.0772480687983	12	lecture	10	9741016	36	30	1
986.599935001625	12	metal	5	9866246	37	17	1
999.1225219369516	12	hiphop	3	9991475	38	4	1
1011.6452088697782	12	jazz	4	10116705	39	19	1
1024.1465963350915	12	eng_aud	8	10241722	40	14	1
1040.359891002725	12	acoustic	1	10403859	41	23	1
1052.8612784680383	12	talk	12	10528876	42	33	1
1065.383865403365	12	interview	9	10654105	43	37	1
1077.9065523361917	12	chn_aud	7	10779335	44	36	1
1090.4292392690184	12	pop	6	10904565	45	9	1
1102.9306267343316	12	pop	6	11029582	46	27	1
1117.863953401165	12	jazz	4	11178919	47	22	1
1130.3865403364916	12	eng_aud	8	11304148	48	0	1
1142.9092272693183	12	talk	12	11429378	49	23	1
1155.4106147346317	12	classical	2	11554395	50	39	1
1167.9333016674584	12	acoustic	1	11679625	51	7	1
1180.4558886027849	12	chn_aud	7	11804854	52	25	1
1192.9785755356115	12	news	11	11930084	53	29	1
1208.871978200545	12	hiphop	3	12089022	54	22	1
1221.3732656683583	12	interview	9	12214038	55	20	1
1233.895952601185	12	metal	5	12339268	56	15	1
1246.4186395340116	12	lecture	10	12464498	57	21	1
1258.9412264693383	12	classical	2	12589727	58	17	1
1271.4426139346517	12	news	11	12714744	59	21	1
1283.9653008674784	12	interview	9	12839974	60	38	1
1299.0266243343917	12	lecture	10	12990591	61	5	1
1311.527911802205	12	chn_aud	7	13115607	62	28	1
1324.0505987350316	12	metal	5	13240837	63	33	1
1336.551986200345	12	hiphop	3	13365854	64	5	1
1349.0745731356717	12	acoustic	1	13491083	65	30	1
1365.0532736681582	12	talk	12	13650874	66	3	1
1377.575960600985	12	jazz	4	13776104	67	32	1
1390.0772480687983	12	pop	6	13901120	68	33	1
1402.599935001625	12	eng_aud	8	14026350	69	6	1
1415.1226219344517	12	classical	2	14151580	70	16	1
1427.6453088672783	12	chn_aud	7	14276810	71	26	1
1440.167995800105	12	talk	12	14402040	72	31	1
1457.063973400665	12	lecture	10	14571004	73	34	1
1469.5866603334916	12	news	11	14696234	74	20	1
1482.1093472663183	12	eng_aud	8	14821464	75	29	1
1494.631934201645	12	interview	9	14946693	76	8	1
1507.1333216669584	12	acoustic	1	15071710	77	16	1
1522.3226419339517	12	jazz	4	15223607	78	38	1
1534.8453288667783	12	pop	6	15348837	79	23	1
1547.3466163345915	12	hiphop	3	15473853	80	14	1
1559.8693032674182	12	metal	5	15599083	81	6	1
1572.391990200245	12	eng_aud	8	15724313	82	19	1
1584.9146771330716	12	pop	6	15849543	83	34	1
1597.415964600885	12	metal	5	15974559	84	39	1
1613.2452688682783	12	classical	2	16132856	85	25	1
1625.767955801105	12	news	11	16258086	86	34	1
1638.2906427339317	12	acoustic	1	16383316	87	13	1
1650.8133296667584	12	chn_aud	7	16508546	88	27	1
1663.3146171345716	12	hiphop	3	16633562	89	35	1
1675.8373040673982	12	talk	12	16758792	90	34	1
1693.3946651333717	12	interview	9	16934370	91	28	1
1705.9173520661984	12	lecture	10	17059600	92	0	1
1718.440038999025	12	jazz	4	17184830	93	25	1
